time,intensity,distance
15.316,134,24.82
15.335,134,24.89
15.353,133,25.02
15.373,133,25.04
15.391,134,24.92
15.410,133,25.07
15.428,133,25.07
15.448,134,25.02
15.466,134,24.63
15.484,133,25.13
15.503,133,25.18
15.522,133,25.13
15.541,133,25.25
15.559,132,25.23
15.579,134,25.14
15.597,133,25.14
15.616,133,25.28
15.634,133,25.74
15.653,133,25.23
15.672,130,25.33
15.690,130,25.81
15.710,131,25.69
15.728,132,25.76
15.747,130,25.84
15.765,132,25.91
15.784,129,25.81
15.803,131,25.53
15.821,131,25.55
15.841,130,25.81
15.859,130,25.79
15.878,130,25.89
15.896,129,25.91
15.916,130,25.81
15.934,130,25.79
15.952,129,25.60
15.972,130,25.48
15.990,129,25.84
16.009,131,25.98
16.027,128,26.03
16.047,129,25.91
16.065,129,26.37
16.083,129,26.47
16.102,130,26.37
16.121,129,25.98
16.140,129,26.13
16.158,129,26.57
16.178,129,26.08
16.196,128,26.08
16.215,129,26.18
16.233,127,26.08
16.252,128,26.08
16.271,129,26.18
16.289,129,26.21
16.309,128,26.18
16.327,127,26.21
16.346,128,26.32
16.364,128,26.33
16.384,127,26.25
16.402,127,26.79
16.420,127,26.38
16.440,127,26.74
16.458,127,26.37
16.477,126,26.47
16.495,125,26.89
16.515,126,26.42
16.533,126,26.84
16.551,127,26.89
16.571,126,26.84
16.589,127,26.42
16.608,127,26.54
16.626,127,26.52
16.646,127,26.83
16.664,126,26.52
16.683,126,26.67
16.701,124,27.03
16.720,126,26.62
16.739,125,27.20
16.757,124,26.89
16.777,124,26.83
16.795,123,26.88
16.814,123,27.03
16.832,122,26.98
16.851,123,27.05
16.870,124,27.20
16.888,121,27.29
16.908,121,27.66
16.926,121,27.30
16.945,122,27.46
16.963,120,27.34
16.983,121,27.40
17.001,120,27.54
17.019,120,27.59
17.039,119,27.56
17.057,118,27.61
17.076,119,27.76
17.094,119,27.69
17.114,117,27.35
17.132,117,27.40
17.150,116,27.97
17.170,116,27.91
17.188,116,27.97
17.207,116,28.12
17.225,116,28.07
17.245,116,27.69
17.263,115,27.76
17.282,113,27.90
17.300,113,27.85
17.319,114,28.36
17.338,114,28.48
17.356,113,28.42
17.376,112,28.53
17.394,111,28.56
17.413,113,28.27
17.431,113,28.20
17.451,111,28.22
17.469,110,28.36
17.487,111,28.36
17.507,111,28.25
17.525,111,28.24
17.544,110,28.34
17.562,111,28.25
17.582,112,28.25
17.600,111,28.37
17.618,111,28.83
17.638,111,28.32
17.656,110,28.78
17.675,110,28.93
17.693,110,28.87
17.713,109,28.88
17.731,110,28.87
17.750,109,28.63
17.769,109,28.93
17.787,110,28.56
17.806,110,29.12
17.824,110,28.61
17.844,110,29.02
17.862,109,29.02
17.881,109,29.12
17.899,108,28.97
17.918,108,29.00
17.937,109,28.71
17.955,109,29.04
17.975,108,29.04
17.993,108,29.05
18.012,109,29.17
18.030,108,29.12
18.050,108,28.73
18.068,108,29.22
18.086,107,29.12
18.106,108,28.73
18.124,108,28.76
18.143,108,29.27
18.161,107,28.76
